instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
592,2012-08-14,3,1,8,0,2,1,1,726.667,676.779,686.667,169.158,1128,5656,6784
593,2012-08-15,3,1,8,0,3,1,1,706.667,654.037,619.583,169.771,1198,6149,7347
594,2012-08-16,3,1,8,0,4,1,1,719.167,654.688,519.167,141.796,1338,6267,7605
595,2012-08-17,3,1,8,0,5,1,1,723.333,2.424,570.833,231.354,1483,5665,7148
596,2012-08-18,3,1,8,0,6,0,1,678.333,618.071,603.333,177.867,2827,5038,7865
597,2012-08-19,3,1,8,0,0,0,2,635.833,603.554,711.667,8.645,1208,3341,4549
598,2012-08-20,3,1,8,0,1,1,2,635.833,595.967,734.167,129.979,1026,5504,6530
599,2012-08-21,3,1,8,0,2,1,1,649.167,601.025,67.375,727.708,1081,5925,7006
600,2012-08-22,3,1,8,0,3,1,1,6.675,621.854,677.083,702.833,1094,6281,7375
601,2012-08-23,3,1,8,0,4,1,1,695.833,637.008,635.833,845.958,1363,6402,7765
602,2012-08-24,3,1,8,0,5,1,2,7.025,6.471,615,721.458,1325,6257,7582
603,2012-08-25,3,1,8,0,6,0,2,661.667,618.696,712.917,244.408,1829,4224,6053
604,2012-08-26,3,1,8,0,0,0,2,653.333,595.996,845.833,228.858,1483,3772,5255
605,2012-08-27,3,1,8,0,1,1,1,703.333,654.688,730.417,128.733,989,5928,6917
606,2012-08-28,3,1,8,0,2,1,1,728.333,66.605,0.62,190.925,935,6105,7040
607,2012-08-29,3,1,8,0,3,1,1,685,635.733,552.083,112.562,1177,6520,7697
608,2012-08-30,3,1,8,0,4,1,1,706.667,652.779,590.417,771.167,1172,6541,7713
609,2012-08-31,3,1,8,0,5,1,1,764.167,6.894,5.875,168.533,1433,5917,7350
610,2012-09-01,3,1,9,0,6,0,2,753.333,702.654,638.333,113.187,2352,3788,6140
611,2012-09-02,3,1,9,0,0,0,2,696.667,649,815,640.708,2613,3197,5810
612,2012-09-03,3,1,9,1,1,0,1,7.075,661.629,790.833,151.121,1965,4069,6034
613,2012-09-04,3,1,9,0,2,1,1,725.833,686.888,755,236.321,867,5997,6864
614,2012-09-05,3,1,9,0,3,1,1,736.667,708.983,74.125,187.808,832,6280,7112
615,2012-09-06,3,1,9,0,4,1,2,696.667,655.329,810.417,142.421,611,5592,6203
616,2012-09-07,3,1,9,0,5,1,1,703.333,657.204,73.625,171.646,1045,6459,7504
617,2012-09-08,3,1,9,0,6,0,2,659.167,611.121,799.167,281.104,1557,4419,5976
618,2012-09-09,3,1,9,0,0,0,1,0.61,578.925,5.475,224.496,2570,5657,8227
619,2012-09-10,3,1,9,0,1,1,1,583.333,565.654,50.375,258.713,1118,6407,7525
620,2012-09-11,3,1,9,0,2,1,1,5.775,554.292,0.52,920.542,1070,6697,7767
621,2012-09-12,3,1,9,0,3,1,1,599.167,570.075,577.083,131.846,1050,6820,7870
622,2012-09-13,3,1,9,0,4,1,1,6.125,579.558,637.083,827.208,1054,6750,7804
623,2012-09-14,3,1,9,0,5,1,1,633.333,594.083,6.725,103.863,1379,6630,8009
624,2012-09-15,3,1,9,0,6,0,1,608.333,585.867,501.667,247.521,3160,5554,8714
625,2012-09-16,3,1,9,0,0,0,1,0.58,563.125,0.57,901.833,2166,5167,7333
626,2012-09-17,3,1,9,0,1,1,2,580.833,55.305,734.583,151.742,1022,5847,6869
627,2012-09-18,3,1,9,0,2,1,2,623.333,565.067,8.725,357.587,371,3702,4073
628,2012-09-19,3,1,9,0,3,1,1,5.525,540.404,536.667,215.175,788,6803,7591
629,2012-09-20,3,1,9,0,4,1,1,546.667,532.192,618.333,118.167,939,6781,7720
630,2012-09-21,3,1,9,0,5,1,1,599.167,571.971,66.875,154.229,1250,6917,8167
631,2012-09-22,3,1,9,0,6,0,1,0.65,610.488,646.667,283.583,2512,5883,8395
632,2012-09-23,4,1,9,0,0,0,1,529.167,518.933,467.083,223.258,2454,5453,7907
633,2012-09-24,4,1,9,0,1,1,1,514.167,502.513,492.917,142.404,1001,6435,7436
634,2012-09-25,4,1,9,0,2,1,1,0.55,544.179,0.57,236.321,845,6693,7538
635,2012-09-26,4,1,9,0,3,1,1,635,596.613,630.833,2.444,787,6946,7733
636,2012-09-27,4,1,9,0,4,1,2,0.65,607.975,690.833,134.342,751,6642,7393
637,2012-09-28,4,1,9,0,5,1,2,619.167,585.863,0.69,164.179,1045,6370,7415
638,2012-09-29,4,1,9,0,6,0,1,5.425,530.296,542.917,227.604,2589,5966,8555
639,2012-09-30,4,1,9,0,0,0,1,526.667,517.663,583.333,134.958,2015,4874,6889
640,2012-10-01,4,1,10,0,1,1,2,520.833,512,649.167,908.042,763,6015,6778
641,2012-10-02,4,1,10,0,2,1,3,590.833,542.333,871.667,104.475,315,4324,4639
642,2012-10-03,4,1,10,0,3,1,2,6.575,599.133,79.375,665.458,728,6844,7572
643,2012-10-04,4,1,10,0,4,1,2,6.575,607.975,722.917,117.546,891,6437,7328
644,2012-10-05,4,1,10,0,5,1,1,615,580.187,6.275,10.635,1516,6640,8156
645,2012-10-06,4,1,10,0,6,0,1,554.167,538.521,664.167,268.025,3031,4934,7965
646,2012-10-07,4,1,10,0,0,0,2,415.833,419.813,708.333,141.162,781,2729,3510
647,2012-10-08,4,1,10,1,1,0,2,383.333,387.608,709.583,189.679,874,4604,5478
648,2012-10-09,4,1,10,0,2,1,2,446.667,438.112,761.667,1.903,601,5791,6392
649,2012-10-10,4,1,10,0,3,1,1,514.167,503.142,630.833,187.821,780,6911,7691
650,2012-10-11,4,1,10,0,4,1,1,435,431.167,463.333,181.596,834,6736,7570
651,2012-10-12,4,1,10,0,5,1,1,4.375,433.071,539.167,235.092,1060,6222,7282
652,2012-10-13,4,1,10,0,6,0,1,393.333,391.396,494.583,146.142,2252,4857,7109
653,2012-10-14,4,1,10,0,0,0,1,521.667,508.204,640.417,278.612,2080,4559,6639
654,2012-10-15,4,1,10,0,1,1,2,561.667,53.915,7.075,296.037,760,5115,5875
655,2012-10-16,4,1,10,0,2,1,1,468.333,460.846,558.333,182.221,922,6612,7534
656,2012-10-17,4,1,10,0,3,1,1,455.833,450.108,692.917,101.371,979,6482,7461
657,2012-10-18,4,1,10,0,4,1,2,5.225,512.625,728.333,236.937,1008,6501,7509
658,2012-10-19,4,1,10,0,5,1,2,563.333,537.896,815,134.954,753,4671,5424
659,2012-10-20,4,1,10,0,6,0,1,484.167,472.842,572.917,117.537,2806,5284,8090
660,2012-10-21,4,1,10,0,0,0,1,464.167,456.429,0.51,166.054,2132,4692,6824
661,2012-10-22,4,1,10,0,1,1,1,4.875,482.942,568.333,814.833,830,6228,7058
662,2012-10-23,4,1,10,0,2,1,1,544.167,530.304,641.667,945.458,841,6625,7466
663,2012-10-24,4,1,10,0,3,1,1,5.875,558.721,63.625,727.792,795,6898,7693
664,2012-10-25,4,1,10,0,4,1,2,0.55,529.688,800.417,124.375,875,6484,7359
665,2012-10-26,4,1,10,0,5,1,2,545.833,52.275,807.083,132.467,1182,6262,7444
666,2012-10-27,4,1,10,0,6,0,2,0.53,515.133,0.72,235.692,2643,5209,7852
667,2012-10-28,4,1,10,0,0,0,2,4.775,467.771,694.583,398.008,998,3461,4459
668,2012-10-29,4,1,10,0,1,1,3,0.44,4.394,0.88,3.582,2,20,22
669,2012-10-30,4,1,10,0,2,1,2,318.182,309.909,825.455,213.009,87,1009,1096
670,2012-10-31,4,1,10,0,3,1,2,3.575,3.611,666.667,166.667,419,5147,5566
671,2012-11-01,4,1,11,0,4,1,2,365.833,369.942,581.667,157.346,466,5520,5986
672,2012-11-02,4,1,11,0,5,1,1,355,356.042,522.083,266.175,618,5229,5847
673,2012-11-03,4,1,11,0,6,0,2,343.333,323.846,49.125,270.529,1029,4109,5138
674,2012-11-04,4,1,11,0,0,0,1,325.833,329.538,532.917,179.108,1201,3906,5107
675,2012-11-05,4,1,11,0,1,1,1,319.167,308.075,494.167,236.325,378,4881,5259
676,2012-11-06,4,1,11,0,2,1,1,280.833,281.567,567.083,173.513,466,5220,5686
677,2012-11-07,4,1,11,0,3,1,2,295.833,274.621,5.475,304.108,326,4709,5035
678,2012-11-08,4,1,11,0,4,1,1,352.174,341.891,333.478,347.835,340,4975,5315
679,2012-11-09,4,1,11,0,5,1,1,361.667,355.413,540.833,214.558,709,5283,5992
680,2012-11-10,4,1,11,0,6,0,1,389.167,393.937,645.417,578.458,2090,4446,6536
681,2012-11-11,4,1,11,0,0,0,1,420.833,421.713,659.167,1.275,2290,4562,6852
682,2012-11-12,4,1,11,1,1,0,1,485,475.383,741.667,173.517,1097,5172,6269
683,2012-11-13,4,1,11,0,2,1,2,343.333,323.225,662.917,342.046,327,3767,4094
684,2012-11-14,4,1,11,0,3,1,1,289.167,281.563,552.083,199.625,373,5122,5495
685,2012-11-15,4,1,11,0,4,1,2,321.667,324.492,620.417,152.987,320,5125,5445
686,2012-11-16,4,1,11,0,5,1,1,345,347.204,524.583,171.025,484,5214,5698
687,2012-11-17,4,1,11,0,6,0,1,325,326.383,545.417,179.729,1313,4316,5629
688,2012-11-18,4,1,11,0,0,0,1,3.425,337.746,692.917,227.612,922,3747,4669
689,2012-11-19,4,1,11,0,1,1,2,380.833,375.621,623.333,235.067,449,5050,5499
690,2012-11-20,4,1,11,0,2,1,2,374.167,380.667,685,82.725,534,5100,5634
691,2012-11-21,4,1,11,0,3,1,1,353.333,364.892,61.375,103.246,615,4531,5146
692,2012-11-22,4,1,11,1,4,0,1,0.34,350.371,580.417,528.708,955,1470,2425
693,2012-11-23,4,1,11,0,5,1,1,368.333,378.779,56.875,148.021,1603,2307,3910
694,2012-11-24,4,1,11,0,6,0,1,278.333,248.742,404.583,376.871,532,1745,2277
695,2012-11-25,4,1,11,0,0,0,1,245.833,257.583,468.333,1.505,309,2115,2424
696,2012-11-26,4,1,11,0,1,1,1,313.333,339.004,535.417,4.665,337,4750,5087
697,2012-11-27,4,1,11,0,2,1,2,291.667,281.558,786.667,237.562,123,3836,3959
698,2012-11-28,4,1,11,0,3,1,1,296.667,289.762,50.625,210.821,198,5062,5260
699,2012-11-29,4,1,11,0,4,1,1,28.087,298.422,555.652,115.522,243,5080,5323
700,2012-11-30,4,1,11,0,5,1,1,298.333,323.867,649.583,584.708,362,5306,5668
701,2012-12-01,4,1,12,0,6,0,2,298.333,316.904,806.667,597.042,951,4240,5191
702,2012-12-02,4,1,12,0,0,0,2,3.475,359.208,823.333,124.379,892,3757,4649
703,2012-12-03,4,1,12,0,1,1,1,4.525,455.796,7.675,827.208,555,5679,6234
704,2012-12-04,4,1,12,0,2,1,1,475.833,469.054,73.375,174.129,551,6055,6606
705,2012-12-05,4,1,12,0,3,1,1,438.333,428.012,485,324.021,331,5398,5729
706,2012-12-06,4,1,12,0,4,1,1,255.833,258.204,50.875,174.754,340,5035,5375
707,2012-12-07,4,1,12,0,5,1,2,320.833,321.958,764.167,1.306,349,4659,5008
708,2012-12-08,4,1,12,0,6,0,2,381.667,389.508,91.125,101.379,1153,4429,5582
709,2012-12-09,4,1,12,0,0,0,2,384.167,390.146,905.417,157.975,441,2787,3228
710,2012-12-10,4,1,12,0,1,1,2,435.833,435.575,925,190.308,329,4841,5170
711,2012-12-11,4,1,12,0,2,1,2,353.333,338.363,596.667,296.037,282,5219,5501
712,2012-12-12,4,1,12,0,3,1,2,2.975,297.338,538.333,162.937,310,5009,5319
713,2012-12-13,4,1,12,0,4,1,1,295.833,294.188,485.833,174.129,425,5107,5532
714,2012-12-14,4,1,12,0,5,1,1,281.667,294.192,642.917,131.229,429,5182,5611
715,2012-12-15,4,1,12,0,6,0,1,324.167,338.383,650.417,10.635,767,4280,5047
716,2012-12-16,4,1,12,0,0,0,2,3.625,369.938,83.875,100.742,538,3248,3786
717,2012-12-17,4,1,12,0,1,1,2,393.333,4.015,907.083,982.583,212,4373,4585
718,2012-12-18,4,1,12,0,2,1,1,410.833,409.708,66.625,221.404,433,5124,5557
719,2012-12-19,4,1,12,0,3,1,1,3.325,342.162,625.417,184.092,333,4934,5267
720,2012-12-20,4,1,12,0,4,1,2,0.33,335.217,667.917,132.463,314,3814,4128
721,2012-12-21,1,1,12,0,5,1,2,326.667,301.767,556.667,374.383,221,3402,3623
722,2012-12-22,1,1,12,0,6,0,1,265.833,236.113,44.125,407.346,205,1544,1749
723,2012-12-23,1,1,12,0,0,0,1,245.833,259.471,515.417,133.083,408,1379,1787
724,2012-12-24,1,1,12,0,1,1,2,231.304,2.589,791.304,772.304,174,746,920
725,2012-12-25,1,1,12,1,2,0,2,291.304,294.465,734.783,168.726,440,573,1013
726,2012-12-26,1,1,12,0,3,1,3,243.333,220.333,823.333,316.546,9,432,441
727,2012-12-27,1,1,12,0,4,1,2,254.167,226.642,652.917,350.133,247,1867,2114
728,2012-12-28,1,1,12,0,5,1,2,253.333,255.046,0.59,155.471,644,2451,3095
729,2012-12-29,1,1,12,0,6,0,2,253.333,2.424,752.917,124.383,159,1182,1341
730,2012-12-30,1,1,12,0,0,0,1,255.833,2.317,483.333,350.754,364,1432,1796
731,2012-12-31,1,1,12,0,1,1,2,215.833,223.487,5.775,154.846,439,2290,2729
